date,open,high,low,close,volume,amount,pct_chg,code
2021-02-04,15135.8501,15285.8770,14908.7556,15105.9390,35354602533,523754859589.7400,-0.835089,399001
2021-02-05,15167.6392,15250.0951,14996.2878,15007.2950,31986707193,493715843656.7800,-0.653015,399001
2021-02-08,15066.4555,15299.6533,14945.8436,15269.6266,28319424705,447009121272.9800,1.748027,399001
2021-02-09,15330.3018,15635.3774,15275.3857,15630.5657,29417149291,465785937895.7600,2.363772,399001
2021-02-10,15702.1990,16010.4048,15632.1353,15962.2497,28269118947,482674164202.7900,2.122022,399001
2021-02-18,16275.9832,16293.0875,15697.7203,15767.4355,36845136917,601642414207.8400,-1.220468,399001
2021-02-19,15660.4949,15840.1616,15443.2418,15823.1052,38997684711,557583155810.2500,0.353068,399001
2021-02-22,15818.7660,15818.7660,15336.9510,15336.9510,49945871506,694092516388.5000,-3.072432,399001
2021-02-23,15174.7177,15411.0278,15146.8870,15243.2519,40102575727,541901401012.3800,-0.610937,399001
2021-02-24,15281.3964,15318.8463,14709.1273,14870.6646,39050601698,579471470767.9300,-2.444277,399001
2021-02-25,15016.6284,15036.4197,14794.7293,14828.8003,35968005832,489437386951.0200,-0.281523,399001
2021-02-26,14480.7416,14713.1169,14396.4462,14507.4453,34499218457,482350458853.9900,-2.167100,399001
2021-03-01,14670.1122,14864.5816,14614.0136,14857.3439,34504781206,470711040195.6800,2.411855,399001
2021-03-02,14958.2206,14987.0700,14616.1569,14751.1172,35685697649,489841817209.8500,-0.714978,399001
2021-03-03,14679.8351,14932.3850,14612.8467,14932.3850,35507292384,447694766492.0200,1.228841,399001
2021-03-04,14780.9048,14780.9048,14357.1911,14416.0600,39417820483,509805743762.1000,-3.457753,399001
2021-03-05,14156.0125,14531.9858,14122.5941,14412.3120,38047606603,467595173186.4100,-0.025999,399001
2021-03-08,14513.7854,14597.7487,13859.9500,13863.8136,40329321613,525427707580.1300,-3.805763,399001
2021-03-09,13803.2475,13844.2262,13289.3783,13475.7177,42361410921,530551149233.1700,-2.799344,399001
2021-03-10,13721.2357,13750.2629,13480.4219,13563.3391,32526874558,410172691044.5000,0.650217,399001
2021-03-11,13598.2002,13904.4660,13535.2447,13866.3658,34587621307,434170293322.1600,2.234160,399001
2021-03-12,13934.2341,13934.2341,13716.0138,13897.0258,36613736659,435021291935.5500,0.221111,399001
2021-03-15,13793.5223,13793.5223,13389.9791,13520.0660,35106034524,425359357346.6800,-2.712521,399001
2021-03-16,13574.5603,13652.5475,13439.7302,13642.9546,35558225051,403116685355.2200,0.908935,399001
2021-03-17,13605.7759,13842.8754,13490.4239,13809.7674,34699041445,404206655365.8400,1.222703,399001
2021-03-18,13850.6005,14003.7672,13832.6980,13963.9237,34547019220,420217650007.9900,1.116285,399001
2021-03-19,13738.2077,13837.2285,13522.9370,13606.0016,35198066961,432120896517.0200,-2.563191,399001
2021-03-22,13605.7035,13797.2995,13565.1677,13760.9655,36320737250,427360633526.4200,1.138938,399001
2021-03-23,13754.8754,13794.4653,13506.1668,13607.2674,37817031554,445108965624.4200,-1.116914,399001
2021-03-24,13529.9349,13651.8983,13378.8836,13407.3469,35716727057,417555746183.1200,-1.469219,399001
2021-03-25,13318.9705,13489.2895,13252.2435,13421.1622,33704974852,385737421249.1700,0.103043,399001
2021-03-26,13493.3577,13810.9651,13493.3577,13769.6826,33976911127,425554063618.8600,2.596797,399001
2021-03-29,13802.5090,13895.6065,13684.4315,13771.2589,34703811472,429900787150.8000,0.011448,399001
2021-03-30,13751.2075,13933.3192,13717.5858,13888.4383,34488971562,417726776643.6800,0.850898,399001
2021-03-31,13870.7088,13870.7088,13678.6677,13778.6698,30812250198,373263166626.4900,-0.790359,399001
2021-04-01,13812.6357,13992.7480,13808.3171,13979.6942,30368998935,365033055797.5400,1.458954,399001
2021-04-02,14042.1317,14178.0989,14008.8518,14122.6128,31631698178,398764704529.6800,1.022330,399001
2021-04-06,14176.2063,14194.3563,14045.9208,14083.3402,30675741052,373875296121.5700,-0.278083,399001
2021-04-07,14100.8470,14100.8470,13856.9730,13979.3091,35367775504,416369113545.8300,-0.738682,399001
2021-04-08,13906.8166,14037.4525,13845.1228,13989.9396,37192890799,419266361110.5200,0.076045,399001
2021-04-09,13965.2092,13977.2795,13769.1943,13813.3099,33072618920,388245268145.6400,-1.262548,399001
2021-04-12,13811.5865,13867.1566,13454.2657,13495.7174,35867060390,436821379633.3200,-2.299177,399001
2021-04-13,13490.3921,13671.3593,13484.0023,13528.3132,33162488319,380941330793.4700,0.241527,399001
2021-04-14,13550.8692,13756.7417,13550.8692,13738.0013,32949469082,385012038684.4600,1.549994,399001
2021-04-15,13705.1345,13705.1345,13539.0737,13680.2690,33465303187,388071329410.5800,-0.420238,399001
2021-04-16,13718.2333,13755.4461,13575.6215,13720.7433,35064491234,396213693036.4200,0.295859,399001
2021-04-19,13714.3859,14121.2115,13667.7494,14117.7980,38647667126,493068326963.0600,2.893828,399001
2021-04-20,14062.5044,14215.2787,14035.2264,14101.9028,37819740322,486649853245.9100,-0.112590,399001
2021-04-21,14010.5945,14176.9502,13978.5660,14151.1453,33513615633,419614944270.6900,0.349190,399001
2021-04-22,14219.2394,14244.4941,14091.1086,14209.4412,32413208564,423848279143.3000,0.411952,399001
2021-04-23,14213.3585,14386.6172,14208.4015,14351.8559,34010540221,455601582403.7200,1.002254,399001
2021-04-26,14419.8513,14529.4276,14212.2229,14224.4479,37489267163,520278499783.5300,-0.887746,399001
2021-04-27,14211.5847,14266.5988,14106.8298,14264.0842,33265774982,437570594757.3700,0.278649,399001
2021-04-28,14238.5639,14398.9611,14190.6375,14398.3808,31652402534,438490007819.5600,0.941502,399001
2021-04-29,14416.8499,14516.2206,14330.0894,14464.0818,32137959901,450595467359.5000,0.456308,399001
2021-04-30,14437.1692,14522.4562,14343.0611,14438.5675,33488423455,465326555468.4400,-0.176398,399001
2021-05-06,14355.4049,14398.5799,14088.0408,14210.5960,34095493356,474974577840.0500,-1.578907,399001
2021-05-07,14243.7144,14280.0424,13933.8083,13933.8083,37463394996,472803991473.2400,-1.947756,399001
2021-05-10,13945.7777,14035.5991,13828.8197,13917.9664,37114852743,455282767993.6300,-0.113694,399001
2021-05-11,13814.2751,13996.7001,13696.7275,13966.7856,38484465042,452944800955.3300,0.350764,399001
2021-05-12,13922.1452,14078.3287,13872.1022,14064.8657,35088724353,421629933900.6800,0.702238,399001
2021-05-13,13907.1840,14027.5524,13866.1114,13917.6501,37518928561,445291260167.0700,-1.046690,399001
2021-05-14,13960.3341,14214.1350,13872.6306,14208.7832,39352237461,490585634325.7500,2.091827,399001
2021-05-17,14234.7046,14538.7614,14234.7046,14456.5416,36843831549,505568803533.6500,1.743699,399001
2021-05-18,14462.4067,14497.8993,14345.9881,14450.6035,31811062537,416061949704.1300,-0.041076,399001
2021-05-19,14399.7634,14544.1992,14359.0189,14484.4546,33337309335,441515291333.5300,0.234254,399001
2021-05-20,14455.6072,14582.4022,14431.7955,14535.0980,36352156138,474157465601.4900,0.349640,399001
2021-05-21,14582.0656,14634.5952,14386.1233,14417.4572,33392499817,452011447776.6400,-0.809357,399001
2021-05-24,14436.3570,14506.6072,14295.4764,14506.6072,34703586757,475065888487.0100,0.618348,399001
2021-05-25,14533.9480,14862.1921,14509.7757,14846.4534,38090283500,534263800580.0200,2.342699,399001
2021-05-26,14850.2811,14860.6414,14762.2003,14793.6806,39109510160,511008829147.3800,-0.355457,399001
2021-05-27,14796.0511,14955.2996,14720.6691,14897.1875,38370502171,510685721301.9700,0.699670,399001
2021-05-28,14899.3319,14977.2458,14778.8218,14852.8784,40882244278,563783674484.5200,-0.297433,399001
2021-05-31,14874.8893,14996.3774,14836.1471,14996.3774,38628013643,559737064724.1800,0.966136,399001
2021-06-01,14963.9545,15039.0233,14820.7371,15034.7791,40829957513,575197376825.9200,0.256073,399001
2021-06-02,15044.9412,15051.2075,14793.7393,14857.9078,41242338729,558298574912.1500,-1.176414,399001
2021-06-03,14850.5066,14947.5996,14759.8235,14761.1322,38146103866,512268213796.4100,-0.651341,399001
2021-06-04,14704.1896,14989.2119,14667.5320,14870.9141,36538586330,502175172108.9100,0.743723,399001
2021-06-07,14879.4925,14883.5478,14760.2033,14862.5992,36852949938,516971648697.8400,-0.055914,399001
2021-06-08,14867.9457,14973.8107,14625.2851,14716.9821,38476998788,542239927577.9100,-0.979755,399001
2021-06-09,14698.3531,14762.6433,14641.8336,14718.4026,37427607005,477796322718.1200,0.009652,399001
2021-06-10,14715.1369,14940.3038,14699.3079,14893.5925,41702040072,560146366040.2400,1.190278,399001
2021-06-11,14918.4934,14920.8653,14738.6190,14801.2406,45263788587,625764477714.3300,-0.620078,399001
2021-06-15,14806.6891,14829.9722,14564.5600,14673.3392,40795273839,555804533037.0800,-0.864126,399001
2021-06-16,14663.4813,14667.2413,14290.2280,14295.9273,37800804904,521603779190.9300,-2.572093,399001
2021-06-17,14291.9385,14489.5114,14291.9385,14472.3702,36465907902,503210629740.3100,1.234218,399001
2021-06-18,14510.5604,14635.4978,14449.0591,14583.6676,40194866813,563862094520.9800,0.769034,399001
2021-06-21,14563.0503,14721.6895,14468.7400,14641.2927,40925237988,587717241110.9400,0.395134,399001
2021-06-22,14678.3682,14706.5046,14564.4952,14696.2864,42517894497,574304114798.3500,0.375607,399001
2021-06-23,14713.8377,14882.1378,14641.4706,14843.8313,41469529608,602993013997.1000,1.003960,399001
2021-06-24,14876.7298,14877.6383,14718.8880,14784.8002,40021565085,551713445077.1300,-0.397681,399001
2021-06-25,14799.5276,15036.7684,14797.3364,15003.8493,40044149185,570705958321.9500,1.481583,399001
2021-06-28,15049.7748,15166.5553,15031.2056,15150.1680,38337575026,561452365026.1100,0.975208,399001
2021-06-29,15187.8050,15187.8050,14991.1784,14999.7975,37907947593,556542021453.5700,-0.992534,399001
2021-06-30,15015.2913,15175.7517,14978.3008,15161.7017,35769709082,527821609771.7000,1.079376,399001
2021-07-01,15203.0681,15206.1493,15001.8908,15038.8760,39001690741,569295491196.8500,-0.810105,399001
2021-07-02,14937.7335,14937.7335,14652.7360,14670.7113,35769855118,550596353847.9800,-2.448087,399001
2021-07-05,14666.6819,14782.5651,14597.8665,14718.6626,36832036868,560616393460.5700,0.326851,399001
2021-07-06,14745.4539,14779.2952,14480.8673,14667.6452,40099399848,627392185476.5000,-0.346617,399001
2021-07-07,14592.7502,14966.2299,14545.2884,14940.0467,38580077872,592897719878.9600,1.857159,399001
2021-07-08,14984.2513,15033.3431,14856.9304,14882.9045,44064434588,670279775837.2700,-0.382477,399001
2021-07-09,14805.8061,14887.5984,14583.5481,14844.3561,42355705714,634617475443.1900,-0.259011,399001
2021-07-12,14970.1262,15222.1733,14870.8277,15161.5223,48610223807,753220017784.5500,2.136611,399001
2021-07-13,15151.0863,15232.1458,15077.3417,15189.2947,47640976022,708348767096.6800,0.183177,399001
2021-07-14,15141.0433,15215.6330,15021.9908,15056.3182,48374174252,707389194582.3200,-0.875462,399001
2021-07-15,15014.9126,15170.6444,14899.3113,15169.3340,46181099706,664306085872.5800,0.750620,399001
2021-07-16,15144.0842,15165.7476,14962.9689,14972.2135,44426530456,663044640705.2600,-1.299467,399001
2021-07-19,14958.6159,15033.5973,14856.6437,14992.9043,42888190358,634851081715.3000,0.138195,399001
2021-07-20,14879.2730,15031.8796,14859.7143,15011.3542,38239819904,544089567228.5100,0.123058,399001
2021-07-21,15070.1688,15264.1032,15061.0861,15212.5982,45314181177,692020625852.5800,1.340612,399001
2021-07-22,15258.7289,15290.0553,15172.1039,15262.1885,49219483172,734068491455.4000,0.325982,399001
2021-07-23,15248.2512,15248.2512,14989.5007,15028.5678,52892901371,774539298793.0600,-1.530716,399001
2021-07-26,14982.9021,14982.9021,14376.3267,14630.8498,51211719484,779892628601.0900,-2.646413,399001
2021-07-27,14640.2611,14741.8699,14093.6351,14093.6351,52896639613,831444879283.0800,-3.671794,399001
2021-07-28,13967.4438,14207.3896,13727.4754,14086.4236,47917418772,705288293674.4400,-0.051168,399001
2021-07-29,14390.2900,14544.1071,14277.9650,14515.3231,43922151761,709742231492.5600,3.044772,399001
2021-07-30,14482.7755,14522.1208,14294.4778,14473.2098,47765306494,770901186381.1200,-0.290130,399001
2021-08-02,14463.2132,14806.8605,14395.3280,14798.1583,50756773583,854946992311.8700,2.245172,399001
2021-08-03,14745.9053,14844.5202,14656.1970,14736.9181,50814584515,812730260200.3800,-0.413837,399001
2021-08-04,14715.7499,14990.1090,14683.3532,14990.1090,44670858339,742216465196.3100,1.718072,399001
2021-08-05,14901.9612,14990.6521,14800.4168,14872.2257,47145162216,750470867132.5400,-0.786407,399001
2021-08-06,14902.6909,14915.7267,14722.1284,14827.4104,44279303445,708543471491.5200,-0.301336,399001
2021-08-09,14738.3674,14980.1471,14682.9403,14941.4419,44765510648,709523798993.5100,0.769059,399001
2021-08-10,14919.5154,15057.5913,14863.0806,15057.5913,47407260331,790672653314.8300,0.777364,399001
2021-08-11,15048.8698,15101.1285,14969.0818,15021.1701,49164369483,740726769364.9500,-0.241879,399001
2021-08-12,14972.4948,15037.5769,14857.9113,14901.9705,50351515003,766707398054.9100,-0.793544,399001
2021-08-13,14839.5138,14994.6063,14717.6733,14799.0326,49026555129,764286548129.5100,-0.690767,399001
2021-08-16,14756.4764,14800.2201,14660.0812,14693.7367,47213628437,721637788500.4200,-0.711505,399001
2021-08-17,14696.1883,14750.9322,14308.6341,14350.6479,50938592271,737913397957.7900,-2.334932,399001
2021-08-18,14371.8174,14500.1364,14284.8479,14454.1144,44697194926,661708696362.3300,0.720988,399001
2021-08-19,14456.1841,14570.6294,14357.7310,14487.3615,45369446764,677113272665.5000,0.230018,399001
2021-08-20,14376.8993,14448.9249,14100.9239,14253.5349,44077076120,699871806401.8300,-1.614004,399001
2021-08-23,14296.9527,14558.4680,14260.0765,14535.8765,48136158585,758251761734.6800,1.980853,399001
2021-08-24,14558.9602,14710.0069,14496.8856,14663.5493,50841942276,792234533691.9900,0.878329,399001
2021-08-25,14657.6518,14697.4968,14562.8223,14697.4968,47495291967,715843870521.4000,0.231509,399001
2021-08-26,14701.9242,14701.9242,14409.8843,14415.4586,51834180752,751913856437.4800,-1.918954,399001
2021-08-27,14382.1790,14537.1535,14366.1468,14436.8954,51158054571,748763701765.0700,0.148707,399001
2021-08-30,14482.9746,14546.7443,14339.3843,14423.3660,55168125397,879104569283.0500,-0.093714,399001
2021-08-31,14407.9397,14418.2627,14157.5495,14328.3818,53002820661,778576913738.6300,-0.658544,399001
2021-09-01,14336.0707,14418.6092,14058.2494,14314.0861,60181317363,868626061667.9900,-0.099772,399001
2021-09-02,14294.5447,14348.8153,14226.4232,14277.3392,52224978060,742937247699.7100,-0.256718,399001
2021-09-03,14295.5615,14302.9036,14118.7323,14179.8642,59786332762,829276449011.5400,-0.682725,399001
2021-09-06,14184.4245,14567.1367,14145.6329,14546.6048,53157271026,772062313963.6500,2.586348,399001
2021-09-07,14543.8392,14724.6253,14483.5469,14702.8985,53223518760,743489213658.9300,1.074434,399001
2021-09-08,14706.8825,14789.0895,14630.4969,14688.0804,61092360904,800435747214.4200,-0.100784,399001
2021-09-09,14666.0476,14716.7334,14547.0664,14698.5281,57129567536,752689921080.1800,0.071130,399001
2021-09-10,14673.4537,14811.5104,14645.2577,14771.8711,57388120320,784853695098.0700,0.498982,399001
2021-09-13,14776.8205,14833.8848,14648.7822,14705.8272,54952022428,767014745552.4300,-0.447092,399001
2021-09-14,14699.2244,14844.2633,14589.7249,14626.0848,57755259001,819405121229.1000,-0.542250,399001
2021-09-15,14590.8001,14602.3375,14476.1943,14536.3136,51525808907,750408019139.9700,-0.613775,399001
2021-09-16,14527.0960,14550.3094,14258.1299,14258.1299,57164442778,804472782874.2800,-1.913716,399001
2021-09-17,14224.6110,14383.6173,14136.4659,14359.3583,50900041398,714327595795.4000,0.709970,399001
2021-09-22,14139.8979,14311.9586,14117.6320,14277.0753,43591068662,592758912678.8000,-0.573027,399001
2021-09-23,14380.0942,14416.3692,14338.9857,14387.3589,51530745414,688258045250.2100,0.772452,399001
2021-09-24,14359.1081,14514.3892,14307.6821,14357.8459,48847728984,676605171279.2300,-0.205131,399001
2021-09-27,14430.0401,14527.7690,14253.1501,14344.2873,51231511813,725024676514.0100,-0.094433,399001
2021-09-28,14307.5316,14425.1580,14243.2020,14313.8226,38138051862,543683598508.6800,-0.212382,399001
2021-09-29,14202.3977,14235.8793,14020.5554,14079.0235,41258802410,566656928233.8400,-1.640366,399001
2021-09-30,14124.0754,14337.5048,14124.0754,14309.0127,35261379315,504703883914.1100,1.633559,399001
2021-10-08,14457.9396,14489.3278,14348.9804,14414.1594,40147890017,567706953788.6900,0.734828,399001
2021-10-11,14440.8246,14484.3928,14338.4708,14367.6033,37382765442,523503526693.1400,-0.322989,399001
2021-10-12,14335.5355,14335.5355,14006.6470,14135.3762,39385089507,534606735394.5600,-1.616325,399001
2021-10-13,14140.4177,14358.4970,14112.9130,14353.0785,33965891989,484657817950.5600,1.540124,399001
2021-10-14,14350.6275,14399.9156,14293.5337,14341.3757,34120029410,483313140368.4800,-0.081535,399001
2021-10-15,14294.1795,14440.5762,14232.0311,14415.9919,38365500847,563137427676.1500,0.520286,399001
2021-10-18,14393.1753,14393.1753,14218.6078,14350.0191,36156419930,546460157210.0300,-0.457636,399001
2021-10-19,14352.9305,14504.2368,14352.9305,14499.7670,35829868528,533139168462.3600,1.043538,399001
2021-10-20,14500.4561,14552.5738,14431.6317,14452.2460,37811757609,569678002113.5900,-0.327736,399001
2021-10-21,14466.4160,14501.4524,14348.1208,14444.8561,37231127946,539402770438.5400,-0.051133,399001
2021-10-22,14467.3682,14582.7901,14454.8555,14492.8214,38226250394,559803944578.1700,0.332058,399001
2021-10-25,14491.3483,14599.0043,14452.8808,14596.7242,36280331313,570790029710.7100,0.716926,399001
2021-10-26,14658.9932,14682.4281,14531.4838,14552.8194,38683049733,617166437340.9900,-0.300785,399001
2021-10-27,14510.4490,14510.4490,14348.0519,14393.5079,39832512773,606050315221.0900,-1.094712,399001
2021-10-28,14350.9100,14407.6626,14188.2889,14244.8198,39184698237,604708157459.3600,-1.033022,399001
2021-10-29,14242.6838,14457.4378,14199.5896,14451.3820,38001438315,611152599156.7400,1.450086,399001
2021-11-01,14393.5775,14569.2259,14344.4834,14476.5260,40969401099,659059306860.6300,0.173990,399001
2021-11-02,14476.8977,14558.3570,14248.0046,14377.2656,44383416678,672622360147.7900,-0.685665,399001
2021-11-03,14365.2139,14458.6193,14287.3439,14367.7804,36078656530,551101973694.2600,-0.065974,399001
2021-11-04,14440.2156,14557.9442,14420.1447,14555.2742,38493183033,609881687749.9600,1.304960,399001
2021-11-05,14536.6000,14623.4776,14462.5935,14462.6220,44573408901,665324270130.6300,-0.636554,399001
2021-11-08,14451.5898,14532.7204,14400.8378,14508.8612,40102296495,616865020931.3100,0.319715,399001
2021-11-09,14538.6181,14581.4211,14463.7678,14571.9327,38886038455,589660627308.4400,0.434710,399001
2021-11-10,14521.7201,14536.6267,14302.7969,14515.8805,42661209839,637062582243.3700,-0.384659,399001
2021-11-11,14497.9813,14708.1180,14479.3665,14699.7443,45388079203,658370156827.7300,1.266639,399001
2021-11-12,14708.6000,14732.3455,14646.4916,14705.3683,44841196412,655708878356.2600,0.038259,399001
2021-11-15,14724.3426,14732.0501,14578.2343,14636.3905,46560201568,693965567435.9300,-0.469065,399001
2021-11-16,14626.8740,14736.3721,14597.0404,14613.9723,45817933855,668984629714.5300,-0.153168,399001
2021-11-17,14646.6591,14711.1836,14596.8886,14711.1836,43793166675,635624382895.9800,0.665194,399001
2021-11-18,14685.7850,14685.7850,14555.2232,14579.1666,47926393234,691427290463.7500,-0.897392,399001
2021-11-19,14569.9280,14761.5316,14552.6688,14752.4868,46199385428,672557142615.7000,1.188821,399001
2021-11-22,14778.5836,14961.7873,14776.0350,14960.6561,47718399896,745793607875.5000,1.411079,399001
2021-11-23,14929.2421,14954.8477,14874.4326,14905.1331,48071164498,720402991441.2400,-0.371127,399001
2021-11-24,14908.9745,14942.9565,14864.8933,14887.5951,47778359002,721360130775.9800,-0.117664,399001
2021-11-25,14884.8536,14897.1820,14819.6833,14827.9515,44698049733,662565957511.6700,-0.400626,399001
2021-11-26,14802.0155,14862.9322,14745.5918,14777.1712,44128963042,667083885088.3000,-0.342463,399001
2021-11-29,14635.4751,14825.4324,14633.0590,14810.1977,43539097698,687529624833.8800,0.223497,399001
2021-11-30,14854.5238,14870.2251,14712.8219,14795.7344,47301283194,728259547107.6600,-0.097658,399001
2021-12-01,14794.3653,14824.8087,14724.7195,14794.2469,46044118055,678971158217.9600,-0.010054,399001
2021-12-02,14769.6882,14834.7874,14740.2357,14765.5607,47863787945,684884159873.6900,-0.193901,399001
2021-12-03,14772.6665,14892.0532,14767.4467,14892.0532,43396698280,641750487954.5800,0.856673,399001
2021-12-06,14872.5453,14942.2414,14742.0972,14752.9567,46777699831,675377501245.9000,-0.934032,399001
2021-12-07,14845.0188,14861.3777,14602.7291,14697.1668,45014216981,675619377462.2300,-0.378161,399001
2021-12-08,14748.6499,14964.4643,14733.8866,14964.4643,40810274509,615474166881.9300,1.818701,399001
2021-12-09,14965.4355,15193.6750,14957.3368,15147.8749,47054755444,695503275240.2200,1.225641,399001
2021-12-10,15044.6814,15148.7783,15026.3705,15111.5614,45386002614,679057146170.2600,-0.239727,399001
2021-12-13,15166.1560,15288.6546,15151.8045,15212.4858,47516232485,696525932201.2700,0.667862,399001
2021-12-14,15171.0544,15185.2522,15109.0581,15136.7753,46156842561,653648447609.0300,-0.497687,399001
2021-12-15,15112.1844,15187.2555,15012.7451,15026.2074,47501850159,654947646676.7900,-0.730459,399001
2021-12-16,15047.4668,15112.8062,14977.4506,15112.8062,47449150775,647679981375.0900,0.576318,399001
2021-12-17,15075.2268,15075.2268,14867.2510,14867.5533,50418320381,667484921248.8600,-1.622815,399001
2021-12-20,14818.4157,14902.1344,14551.3649,14569.1835,50463990934,666449901248.7800,-2.006852,399001
2021-12-21,14559.7240,14702.3827,14547.6025,14688.9837,48036278348,571999287353.5400,0.822285,399001
2021-12-22,14723.4088,14813.0421,14709.4020,14791.3320,53163265256,630016031047.6000,0.696769,399001
2021-12-23,14818.9922,14878.9547,14790.4543,14863.9277,49240067621,627289023691.6700,0.490799,399001
2021-12-24,14872.4161,14887.4557,14674.1406,14710.3282,50736522163,655545720823.3300,-1.033371,399001
2021-12-27,14704.2859,14802.3512,14652.4177,14715.6458,43610666877,567285592235.5000,0.036149,399001
2021-12-28,14736.7327,14841.8790,14696.4509,14837.8687,43215711767,593880149792.0700,0.830564,399001
2021-12-29,14828.1935,14828.1935,14645.1984,14653.8236,42428006774,586862051288.8000,-1.240374,399001
2021-12-30,14652.0812,14846.8171,14652.0812,14796.2313,45543080629,603918623565.7800,0.971813,399001
2021-12-31,14842.0716,14871.9757,14797.1137,14857.3453,46867522613,626736504956.2800,0.413038,399001
2022-01-04,14935.2277,14941.1926,14681.7095,14791.3136,57054686517,756072965835.0500,-0.444438,399001
2022-01-05,14752.0826,14767.2230,14469.3692,14525.7588,58383278363,766150488160.2500,-1.795343,399001
2022-01-06,14432.4586,14497.7650,14298.4764,14429.5075,51351600672,662400086409.4800,-0.662625,399001
2022-01-07,14449.5403,14495.6715,14331.9758,14343.6547,56184984793,704297621699.1400,-0.594981,399001
2022-01-10,14304.8596,14430.0941,14194.3505,14406.9731,46312510470,607982063621.0000,0.441438,399001
2022-01-11,14402.2173,14433.5582,14201.8988,14223.3506,47547403184,614437722791.2000,-1.274539,399001
2022-01-12,14316.5320,14426.1177,14293.4085,14421.1981,46611136480,625336422334.8300,1.391005,399001
2022-01-13,14440.9829,14440.9829,14138.3361,14138.3361,49513909388,636529733565.7500,-1.961432,399001
2022-01-14,14054.6659,14219.4413,14039.8693,14150.5689,50638226785,643758907340.0100,0.086522,399001
2022-01-17,14162.9991,14374.4737,14159.2655,14363.5672,50532197979,681429703705.1800,1.505228,399001
2022-01-18,14365.1860,14444.5381,14285.6258,14391.3891,54887020701,725086776428.2100,0.193698,399001
2022-01-19,14376.3642,14413.3815,14120.2414,14207.1932,48339852745,644543877629.4600,-1.279904,399001
2022-01-20,14188.5090,14311.9963,14149.4995,14198.3023,51711538452,669283759400.5900,-0.062580,399001
2022-01-21,14144.2187,14181.6231,13991.6388,14029.5456,43878415247,566667205027.4900,-1.188570,399001
2022-01-24,13941.9008,14133.0363,13918.9878,14081.7951,37184418416,506151382690.7500,0.372425,399001
2022-01-25,14018.9314,14091.8785,13682.7232,13683.8949,44610545744,553134101915.8600,-2.825635,399001
2022-01-26,13742.0250,13820.9407,13580.3995,13780.3008,35128831501,455865831062.3300,0.704521,399001
2022-01-27,13756.8734,13773.4998,13395.3564,13398.8443,37319445338,476438480180.3700,-2.768129,399001
2022-01-28,13515.4659,13553.2220,13227.8326,13328.0559,35889292717,465106774523.5200,-0.528317,399001
2022-02-07,13558.9445,13632.4474,13412.2027,13456.6473,37163439353,465994019388.0500,0.964817,399001
2022-02-08,13432.0783,13432.3347,13051.8025,13325.4117,39413310313,490826040519.0700,-0.975247,399001
2022-02-09,13321.8058,13541.8744,13283.2012,13531.3104,43044232299,538058905082.0500,1.545158,399001
2022-02-10,13537.3055,13537.3055,13339.4972,13432.0677,40894157155,531355975437.8400,-0.733430,399001
2022-02-11,13360.3973,13452.7239,13206.6259,13224.3775,44176180143,565245646607.4800,-1.546227,399001
2022-02-14,13140.3522,13280.0758,13049.4503,13123.2122,39144947071,500778935100.1500,-0.764991,399001
2022-02-15,13143.1028,13346.6735,13138.4417,13345.6264,37139160803,485858666191.8900,1.694815,399001
2022-02-16,13403.6361,13446.0606,13339.7969,13376.3566,37530877510,481453456305.6000,0.230264,399001
2022-02-17,13360.4576,13490.8604,13322.6854,13422.8992,42928561256,553015968538.4000,0.347947,399001
2022-02-18,13334.8963,13460.2109,13316.4715,13459.6804,38837049683,480329814267.7100,0.274018,399001
2022-02-21,13464.8516,13503.0892,13404.7307,13471.1571,44801214227,555046537670.0700,0.085267,399001
2022-02-22,13384.0295,13384.0295,13216.6336,13297.1074,45691784106,590595879353.2200,-1.292017,399001
2022-02-23,13319.8729,13553.2676,13319.8729,13549.9854,45406101316,625266219094.3400,1.901752,399001
2022-02-24,13459.0063,13538.7098,13093.9683,13252.2412,62904562120,792905223546.5200,-2.197377,399001
2022-02-25,13383.2352,13540.9879,13383.2352,13412.9177,43465089061,577064527234.0500,1.212448,399001
2022-02-28,13397.9289,13457.6120,13279.3167,13455.7332,39794025992,535316715270.7500,0.319211,399001
2022-03-01,13493.2757,13517.2493,13393.8536,13488.6364,39926109157,556498527352.8900,0.244529,399001
2022-03-02,13412.8993,13412.8993,13267.5532,13346.9565,40042991203,517925859617.3400,-1.050365,399001
2022-03-03,13397.9697,13407.0350,13187.7402,13201.8199,45112570165,566547160781.5500,-1.087413,399001
2022-03-04,13089.4228,13204.2417,12972.2414,13020.4639,44826677556,575567256142.6500,-1.373720,399001
2022-03-07,12930.7327,12930.7327,12523.4479,12573.4349,43033849937,566406131168.3400,-3.433280,399001
2022-03-08,12594.5950,12653.4583,12178.1777,12244.4971,48566082015,624336264110.4500,-2.616133,399001
2022-03-09,12282.1464,12337.7699,11598.3930,12107.1705,52118799520,641926907601.3600,-1.121537,399001
2022-03-10,12421.7639,12486.9052,12331.5051,12370.9544,45735173294,612625620244.3900,2.178741,399001
2022-03-11,12181.4844,12464.4979,12043.3816,12447.3730,44642913905,591465321348.3900,0.617726,399001
2022-03-14,12315.7745,12389.4144,12063.6318,12063.6318,41095792224,551758539250.4100,-3.082909,399001
2022-03-15,11948.6335,12086.0356,11537.2355,11537.2355,49113319923,616059879999.6500,-4.363498,399001
