日期,招商银行,中国平安,贵州茅台,五粮液,长城汽车,比亚迪,中兴通讯,海康威视,伊利股份,海天味业
2021-03-16,54.32,85.4,2010.5,262.41,29.81,176.47,28.55,53.3,39.02,151.95
2021-03-17,53.4,82.54,2030.36,264.31,29.9,176.88,30.53,53.5,39.59,152.87
2021-03-18,54.24,81.42,2069.7,270.39,30.18,178.55,30.45,54.46,40.15,157.27
2021-03-19,51.76,79.64,2010.0,260.79,28.8,171.15,29.53,53.5,38.96,152.05
2021-03-22,53.78,79.82,1989.99,259.5,29.39,173.8,29.66,53.02,39.25,151.66
2021-03-23,53.48,80.05,1996.0,262.25,28.36,168.97,29.71,52.3,38.96,148.5
2021-03-24,52.2,79.01,1989.0,260.8,27.76,162.74,29.05,51.23,39.1,146.51
2021-03-25,51.01,79.2,1971.0,255.98,28.14,161.2,28.88,50.39,39.24,147.91
2021-03-26,51.6,80.01,2013.0,265.95,30.95,170.99,29.48,53.4,40.38,150.45
2021-03-29,50.94,79.13,2034.1,272.09,29.14,168.1,29.25,53.55,40.4,152.06
2021-03-30,51.56,79.37,2056.05,273.46,29.69,169.0,29.32,55.27,40.26,157.58
2021-03-31,51.1,78.7,2009.0,267.98,30.13,164.51,29.32,55.9,40.03,159.8
2021-04-01,51.05,79.2,2044.5,273.08,32.43,169.07,29.39,56.31,40.3,165.42
2021-04-02,50.95,78.88,2162.0,284.56,34.38,175.87,29.6,56.5,40.5,170.4
2021-04-06,50.99,79.03,2126.03,284.76,34.42,176.09,29.4,56.35,40.78,167.33
2021-04-07,50.43,78.45,2061.0,270.85,33.0,170.99,29.11,55.81,39.54,170.23
2021-04-08,50.5,78.63,2070.0,273.08,32.46,170.48,28.87,57.51,40.97,175.4
2021-04-09,50.25,77.16,2020.0,265.3,31.62,166.72,28.31,55.51,39.8,171.79
2021-04-12,50.46,77.16,2008.89,260.99,30.39,163.46,28.02,53.66,39.31,168.85
2021-04-13,50.32,76.56,2021.0,262.9,30.58,164.01,28.0,54.0,39.8,170.6
2021-04-14,49.7,77.15,2047.0,263.78,31.76,170.95,28.08,54.67,39.68,169.63
2021-04-15,49.44,75.81,2015.6,255.8,31.02,165.5,27.72,56.36,38.81,169.25
2021-04-16,49.74,75.7,2054.98,261.8,32.78,165.3,28.36,57.03,39.02,167.0
2021-04-19,51.77,76.18,2088.0,265.67,36.02,176.05,28.92,61.21,40.1,169.24
2021-04-20,51.99,76.0,2094.8,267.75,35.19,171.24,28.58,62.4,40.0,167.96
2021-04-21,52.89,75.62,2080.0,270.85,35.54,168.59,28.3,62.0,39.67,167.85
2021-04-22,52.61,74.37,2055.5,271.19,34.0,168.71,29.53,62.88,39.98,163.6
2021-04-23,53.3,74.26,2108.94,280.0,33.72,169.25,29.19,63.23,40.51,170.8
2021-04-26,52.07,72.89,2077.82,275.0,33.24,167.5,29.14,64.0,39.62,162.01
2021-04-27,52.07,73.27,2094.44,281.82,33.27,164.94,29.13,62.52,39.73,163.33
2021-04-28,51.76,72.81,2042.0,285.6,34.16,165.5,29.56,63.88,39.25,161.5
2021-04-29,53.28,73.82,2026.36,289.5,34.17,162.95,29.19,63.6,42.08,166.0
2021-04-30,52.7,72.5,2006.78,285.0,33.43,158.57,28.95,62.78,40.95,169.5
2021-05-06,53.67,70.53,1959.0,276.44,33.03,150.0,28.52,61.9,39.65,164.99
2021-05-07,54.18,70.1,1903.0,272.1,31.24,143.95,28.14,59.32,38.61,159.09
2021-05-10,53.9,70.03,1879.03,264.0,31.7,147.0,28.33,60.6,37.53,159.6
2021-05-11,53.84,70.28,1959.0,275.45,30.84,146.56,28.44,60.55,38.39,168.05
2021-05-12,53.69,69.93,1984.0,277.51,31.83,153.73,28.58,61.5,38.36,168.68
2021-05-13,53.2,69.14,1971.5,276.0,30.72,148.99,28.18,60.09,38.77,170.6
2021-05-14,54.98,71.18,2009.85,287.0,30.74,153.53,29.08,60.69,39.27,173.57
2021-05-17,55.65,70.37,2057.96,297.19,33.11,159.78,29.15,62.55,39.66,136.45
2021-05-18,55.95,70.9,2059.31,299.5,32.49,158.7,29.46,62.4,39.18,134.67
2021-05-19,54.8,69.97,2049.0,302.79,34.46,172.78,29.12,61.7,38.8,132.96
2021-05-20,55.47,70.72,2058.88,303.51,34.37,172.94,29.09,62.77,39.92,133.0
2021-05-21,54.11,70.05,2042.1,296.6,34.14,173.2,28.71,64.0,39.0,131.59
2021-05-24,54.08,69.94,2071.29,305.01,33.95,173.47,29.43,65.0,39.11,132.3
2021-05-25,57.55,72.46,2194.5,323.03,35.3,176.52,29.91,65.31,41.01,138.75
2021-05-26,58.5,72.38,2220.0,319.0,37.03,176.17,29.76,65.18,41.05,137.1
2021-05-27,57.95,72.9,2245.0,318.18,36.35,177.45,30.54,64.36,40.7,138.01
2021-05-28,58.5,72.97,2230.0,316.9,36.75,181.68,31.37,64.0,40.56,135.83
2021-05-31,58.19,71.8,2218.0,315.12,36.99,178.7,31.44,64.58,40.49,137.26
2021-06-01,57.36,71.13,2240.95,315.7,37.66,189.46,31.56,63.48,40.26,138.96
2021-06-02,57.58,70.87,2222.0,311.84,38.2,186.5,30.74,61.62,39.46,138.02
2021-06-03,56.28,70.68,2222.22,313.61,37.61,183.9,32.78,60.4,39.5,136.8
2021-06-04,57.53,70.85,2251.5,315.3,38.6,189.4,33.0,61.12,39.58,137.42
2021-06-07,57.0,70.28,2271.0,312.91,38.19,190.35,33.64,60.39,37.69,136.13
2021-06-08,56.7,70.41,2191.0,297.95,39.73,202.81,33.22,59.66,37.86,135.0
2021-06-09,56.47,70.3,2199.5,296.5,40.1,202.0,32.94,59.99,39.82,135.8
2021-06-10,56.35,70.01,2238.48,303.05,42.46,214.11,33.11,61.62,39.41,136.16
2021-06-11,56.33,69.4,2178.81,301.57,44.3,227.02,32.45,62.0,38.26,134.68
2021-06-15,54.8,67.07,2193.0,299.26,44.05,232.32,32.25,60.72,37.74,131.45
2021-06-16,55.6,67.0,2158.0,292.32,39.65,211.0,31.97,58.68,38.5,133.9
2021-06-17,55.12,66.25,2156.91,294.22,40.2,232.1,32.8,59.14,38.2,131.57
2021-06-18,54.69,65.1,2090.94,291.0,42.98,245.0,34.15,59.95,37.72,129.5
2021-06-21,53.69,64.16,2081.64,296.87,44.23,242.58,33.42,59.72,37.28,129.74
2021-06-22,55.46,64.73,2074.97,299.89,44.03,237.88,32.71,59.94,37.02,130.92
2021-06-23,54.82,65.82,2038.0,290.94,45.29,243.3,33.0,59.9,37.2,130.17
2021-06-24,55.0,65.96,2068.05,292.7,44.85,244.89,32.26,63.4,37.14,130.01
2021-06-25,56.4,66.68,2092.0,299.92,43.88,244.99,32.33,63.51,37.41,132.5
2021-06-28,54.7,65.6,2103.01,306.31,44.32,253.63,33.39,63.14,37.3,132.48
2021-06-29,53.8,64.38,2062.0,298.55,43.82,253.3,32.54,62.47,37.3,129.33
2021-06-30,54.19,64.28,2056.7,297.89,43.59,251.0,33.23,64.5,36.83,128.95
2021-07-01,56.0,64.76,2105.0,298.2,42.37,236.6,32.81,65.14,37.0,132.0
2021-07-02,53.05,62.3,2013.0,286.03,41.88,239.04,31.75,62.22,36.45,126.24
2021-07-05,52.94,61.91,1994.0,281.1,44.8,249.55,32.09,61.17,35.21,121.15
2021-07-06,53.54,62.9,2012.9,277.25,46.06,250.5,31.43,60.62,35.04,117.59
2021-07-07,53.43,62.37,2004.0,284.59,46.35,255.09,31.16,61.77,35.09,116.96
2021-07-08,50.35,60.78,1985.0,269.84,45.39,251.96,31.03,61.06,34.21,117.34
2021-07-09,49.9,60.09,1972.11,267.28,49.13,248.82,31.27,60.36,34.31,113.9
2021-07-12,50.4,59.4,1961.0,270.95,48.9,266.48,34.4,62.6,34.65,116.87
2021-07-13,49.97,59.7,1982.9,276.0,48.0,265.1,35.59,62.63,35.18,122.98
2021-07-14,48.95,57.91,1962.0,275.3,45.05,245.29,36.03,62.19,35.34,124.82
2021-07-15,51.05,59.98,1997.99,280.83,43.76,236.4,35.8,63.34,35.8,128.49
2021-07-16,51.0,59.7,1955.9,277.52,44.68,222.92,35.87,63.0,35.1,123.11
2021-07-19,50.83,59.35,1975.0,280.89,45.3,223.97,37.94,63.38,35.06,122.58
2021-07-20,49.91,58.46,1980.0,282.3,45.52,227.5,37.27,63.93,34.9,123.86
2021-07-21,49.7,58.08,1969.0,281.22,50.07,241.23,36.99,67.48,34.95,119.16
2021-07-22,50.25,58.54,1940.01,280.1,51.03,248.96,37.14,67.53,35.06,119.6
2021-07-23,50.05,57.64,1900.0,271.21,54.95,258.68,36.37,67.4,34.1,118.39
2021-07-26,47.7,54.5,1804.11,249.54,54.43,248.55,36.15,65.1,33.08,116.04
2021-07-27,46.17,52.67,1712.89,231.15,52.16,238.71,36.77,60.71,31.46,113.1
2021-07-28,47.47,53.11,1768.9,236.68,51.01,236.5,37.29,61.0,32.24,112.7
2021-07-29,47.95,53.25,1749.79,235.05,56.11,257.2,37.55,62.89,32.75,114.48
2021-07-30,46.5,53.67,1678.99,220.75,60.71,264.71,38.8,61.0,33.39,114.64
2021-08-02,47.71,54.01,1755.0,234.45,63.71,291.18,40.75,61.23,34.3,117.79
2021-08-03,47.59,54.24,1749.3,240.05,59.12,280.08,39.8,60.44,35.49,119.08
2021-08-04,47.0,53.6,1724.0,234.5,61.3,308.09,41.06,61.62,34.77,116.03
2021-08-05,46.75,54.2,1699.0,227.17,63.39,299.46,40.3,60.44,35.01,117.35
2021-08-06,47.59,53.67,1671.0,226.0,62.52,303.48,39.65,59.13,35.4,114.79
2021-08-09,49.06,55.12,1693.8,230.01,60.02,293.55,39.72,59.52,36.03,121.06
2021-08-10,50.21,55.73,1799.0,248.9,58.2,292.0,39.9,59.8,36.26,122.7
2021-08-11,50.9,55.8,1750.5,246.2,57.4,294.99,36.72,59.98,35.52,119.56
2021-08-12,50.68,54.74,1690.0,237.92,60.64,308.98,36.5,58.6,35.11,116.02
2021-08-13,51.18,54.31,1700.04,240.8,58.45,300.02,35.5,56.65,35.29,115.68
2021-08-16,50.87,54.93,1699.2,240.7,57.71,285.4,35.61,56.73,35.19,115.5
2021-08-17,49.62,54.21,1635.0,229.95,55.59,280.31,35.01,54.91,34.0,111.9
2021-08-18,53.14,56.04,1620.0,229.0,54.38,283.66,35.21,54.99,33.82,111.45
2021-08-19,51.58,53.71,1619.97,222.65,57.21,293.72,36.29,54.91,33.38,110.42
2021-08-20,51.03,53.01,1548.0,206.38,58.27,285.09,35.38,53.57,33.23,105.45
2021-08-23,51.89,52.7,1570.19,206.04,60.73,289.8,35.49,55.02,33.23,104.98
2021-08-24,52.2,51.8,1625.18,210.0,59.51,298.25,35.04,55.0,33.3,109.78
2021-08-25,51.43,51.58,1665.02,217.5,61.23,296.2,34.16,55.71,33.67,109.29
2021-08-26,49.6,50.3,1595.0,207.17,58.28,282.5,33.9,54.02,33.1,106.75
2021-08-27,50.35,52.0,1596.03,205.68,62.97,288.15,34.42,52.7,33.5,106.09
2021-08-30,48.45,50.71,1586.0,207.0,65.1,281.97,32.8,51.7,33.13,105.53
2021-08-31,48.96,49.9,1558.0,201.69,66.12,277.0,33.2,51.4,34.01,94.98
2021-09-01,50.79,51.49,1622.01,207.71,64.92,266.3,33.72,53.21,36.18,93.05
2021-09-02,51.6,51.55,1618.8,201.23,63.68,267.0,33.15,51.41,36.02,89.8
2021-09-03,52.0,51.71,1658.22,205.89,61.6,254.11,33.24,51.4,36.16,90.07
2021-09-06,51.2,51.58,1670.67,211.46,62.13,277.6,33.93,53.43,36.58,92.02
2021-09-07,52.81,52.34,1669.0,211.97,62.57,275.95,33.84,52.92,36.45,90.24
2021-09-08,52.41,51.95,1633.1,207.72,61.33,269.59,34.64,52.95,36.18,90.75
2021-09-09,52.1,51.62,1634.08,207.33,61.21,271.71,34.65,51.96,36.01,90.0
2021-09-10,54.12,51.71,1662.58,213.7,60.02,265.61,35.19,53.72,36.4,90.77
2021-09-13,53.92,51.12,1654.0,207.79,60.31,261.36,34.18,55.39,35.8,88.96
2021-09-14,52.1,49.86,1657.0,205.73,62.8,269.23,33.5,54.36,35.47,88.18
2021-09-15,51.4,49.47,1615.74,198.5,61.0,261.15,33.79,54.66,34.81,86.32
2021-09-16,50.7,49.51,1638.07,197.0,55.35,251.0,33.93,54.22,35.05,89.06
2021-09-17,51.25,48.68,1686.0,201.95,56.81,255.12,34.0,55.09,35.49,89.1
2021-09-22,49.41,47.78,1637.69,193.93,55.75,247.2,33.8,53.1,35.35,87.08
2021-09-23,48.84,48.22,1635.0,194.42,54.54,249.92,35.03,51.8,35.71,91.58
2021-09-24,48.77,48.08,1694.0,200.52,54.4,251.77,34.47,52.48,37.08,100.74
2021-09-27,49.09,49.0,1855.0,220.57,53.53,252.5,34.66,53.97,37.28,106.63
2021-09-28,50.42,49.26,1822.06,216.94,51.52,246.86,34.2,54.6,37.55,107.67
2021-09-29,51.56,49.19,1820.0,218.68,51.43,236.0,32.65,55.0,37.7,109.75
2021-09-30,50.45,48.36,1830.0,219.39,52.6,249.51,33.13,55.0,37.7,110.0
2021-10-08,50.93,52.1,1839.6,228.22,53.4,253.0,33.86,56.48,39.62,112.0
2021-10-11,53.0,52.74,1867.12,227.8,55.18,255.75,34.6,57.15,39.47,109.92
2021-10-12,53.09,52.26,1870.99,229.34,57.08,257.01,34.4,56.33,38.79,114.0
2021-10-13,53.03,51.75,1929.9,239.49,59.8,271.2,34.89,55.92,39.61,113.55
2021-10-14,52.36,51.41,1911.0,240.0,62.63,272.94,33.98,56.29,39.02,112.38
2021-10-15,53.31,50.88,1916.97,234.32,62.95,283.33,34.17,55.9,39.08,114.67
2021-10-18,51.86,49.86,1800.0,215.32,63.4,285.92,33.76,54.61,38.6,112.55
2021-10-19,52.88,51.45,1812.18,218.97,61.96,284.79,34.08,55.44,38.29,115.8
2021-10-20,52.4,51.37,1841.0,219.94,63.4,290.6,33.78,54.47,38.0,117.68
2021-10-21,53.75,54.28,1844.0,220.99,60.88,287.01,33.41,55.25,38.18,117.0
2021-10-22,54.29,54.29,1901.0,225.03,62.45,300.0,33.26,55.44,39.89,121.8
2021-10-25,54.59,53.21,1873.03,220.36,66.88,317.35,33.94,54.23,40.5,118.45
2021-10-26,55.3,52.17,1861.05,220.66,66.49,319.01,34.15,53.6,40.56,116.22
2021-10-27,54.52,51.65,1819.0,216.0,67.18,321.74,33.53,52.8,40.28,116.25
2021-10-28,54.22,51.3,1825.49,215.29,65.95,307.98,32.96,52.07,40.76,116.41
2021-10-29,53.97,49.57,1826.08,216.51,68.0,311.31,32.62,52.26,43.0,117.02
2021-11-01,54.12,50.12,1803.0,204.94,65.6,302.0,31.39,53.02,42.56,112.89
2021-11-02,52.25,50.01,1804.64,201.32,65.0,313.88,31.16,51.37,42.98,120.0
2021-11-03,51.7,50.05,1765.0,199.13,61.5,303.01,31.08,50.95,41.81,118.32
2021-11-04,51.75,49.7,1804.2,206.82,63.02,325.0,31.67,50.72,42.86,123.52
2021-11-05,51.56,49.93,1819.94,210.31,62.85,314.0,31.3,51.48,43.24,123.46
2021-11-08,51.3,50.4,1820.1,210.99,63.19,315.0,31.15,51.05,42.5,120.05
2021-11-09,51.06,49.69,1790.01,208.77,63.02,320.69,31.49,52.2,42.23,119.9
2021-11-10,50.63,49.13,1753.99,205.7,61.52,310.26,31.76,52.05,41.0,117.54
2021-11-11,52.82,51.15,1769.6,206.51,61.75,311.99,32.15,52.3,42.2,117.89
2021-11-12,52.4,50.61,1773.78,203.85,61.75,306.78,31.82,52.62,42.0,116.4
2021-11-15,52.93,50.6,1761.14,204.7,59.18,294.94,31.54,52.4,42.28,121.86
2021-11-16,52.5,50.36,1808.0,212.0,58.43,293.51,31.7,51.65,42.28,121.46
2021-11-17,51.84,50.05,1795.0,211.51,58.7,296.85,32.08,51.15,41.44,120.71
2021-11-18,51.41,49.51,1792.0,208.62,59.07,295.4,31.82,50.18,41.2,118.98
2021-11-19,52.33,49.96,1828.41,212.6,59.21,296.82,31.99,50.49,40.85,119.9
2021-11-22,51.69,49.71,1854.27,215.97,64.09,311.0,32.4,50.53,40.23,118.08
2021-11-23,51.75,49.62,1896.43,214.8,61.98,308.48,32.42,48.5,40.08,117.37
2021-11-24,51.74,49.75,1941.0,224.42,61.34,303.2,32.65,49.65,39.93,116.38
2021-11-25,51.42,49.4,1956.03,222.95,58.9,298.0,32.16,48.73,40.32,115.38
2021-11-26,50.1,48.72,1941.01,222.86,58.95,297.66,31.22,47.8,39.19,114.66
2021-11-29,49.82,48.66,1985.0,224.73,58.74,304.46,30.99,47.57,39.74,113.5
2021-11-30,49.49,48.22,1930.77,218.0,59.86,304.7,30.68,48.64,39.17,112.3
2021-12-01,49.99,48.87,1932.99,220.56,57.87,305.32,30.9,48.22,38.7,113.68
2021-12-02,50.89,48.88,1934.0,222.75,58.49,308.8,30.58,47.43,38.38,112.7
2021-12-03,51.25,48.99,1971.88,229.45,57.2,306.9,30.94,48.4,39.9,111.55
2021-12-06,51.82,49.15,1967.3,232.3,56.67,301.75,30.8,49.29,39.82,109.86
2021-12-07,51.84,50.39,1955.87,234.0,55.9,294.8,30.99,50.3,39.98,112.7
2021-12-08,52.04,50.34,2043.0,244.0,56.29,300.79,31.18,51.68,41.09,112.8
2021-12-09,53.13,51.31,2086.55,251.0,56.61,299.5,31.93,54.27,41.41,116.9
2021-12-10,53.49,51.22,2090.0,247.0,56.75,301.42,32.11,53.5,42.29,115.0
2021-12-13,52.42,51.15,2118.2,249.98,55.17,298.4,32.86,53.43,42.3,112.7
2021-12-14,51.15,50.85,2150.0,250.0,53.14,293.4,32.75,53.98,41.97,112.19
2021-12-15,51.0,50.7,2135.0,243.8,52.34,293.35,33.23,52.0,41.39,108.65
2021-12-16,51.2,51.2,2118.99,243.5,53.29,286.2,32.99,52.23,41.35,109.55
2021-12-17,50.77,50.54,2050.7,235.16,52.0,278.98,32.66,52.15,40.96,108.5
2021-12-20,50.69,50.28,2058.96,236.0,50.6,270.5,31.88,51.37,40.95,109.38
2021-12-21,50.63,50.84,2038.2,231.65,51.3,276.21,32.25,51.59,41.56,107.18
2021-12-22,50.01,50.18,2048.0,232.12,52.26,279.22,32.43,50.91,41.55,106.15
2021-12-23,50.22,50.22,2120.0,237.01,52.88,279.99,32.72,50.69,41.49,107.03
2021-12-24,49.86,49.82,2194.09,241.94,50.12,270.0,32.05,50.55,42.37,106.95
2021-12-27,49.33,49.98,2131.82,236.21,48.66,267.03,33.13,50.64,41.95,110.52
2021-12-28,49.63,50.87,2138.18,237.58,49.0,270.85,32.99,52.49,41.9,108.86
2021-12-29,47.62,50.81,2041.0,225.7,48.57,269.0,32.67,51.97,41.1,104.81
2021-12-30,48.5,50.41,2075.0,225.5,48.6,267.13,32.98,51.39,41.36,104.68
2021-12-31,48.71,50.41,2050.0,222.66,48.54,268.12,33.5,52.32,41.46,105.11
2022-01-04,48.35,51.0,2051.23,223.56,47.78,271.0,33.42,52.41,40.7,106.04
2022-01-05,49.05,52.07,2024.0,223.75,45.98,253.26,32.95,51.33,41.7,108.63
2022-01-06,48.15,51.3,1982.22,219.48,44.61,250.02,33.09,49.97,39.98,109.53
2022-01-07,49.05,52.94,1942.0,217.66,45.17,246.5,33.5,49.87,40.13,109.29
2022-01-10,49.23,53.08,1966.0,214.96,46.9,246.3,34.58,50.28,41.03,107.47
2022-01-11,49.85,52.86,1940.55,213.36,44.11,239.09,34.16,49.7,39.82,105.6
2022-01-12,49.76,52.5,1967.0,217.92,47.05,256.0,34.08,49.25,39.92,107.42
2022-01-13,49.34,52.3,1877.39,208.9,44.99,255.31,33.45,48.12,39.0,105.51
2022-01-14,48.02,51.1,1867.0,207.2,45.02,253.14,33.0,48.3,38.86,102.92
2022-01-17,48.58,50.94,1861.61,208.84,45.51,266.49,34.29,49.0,39.16,102.74
2022-01-18,49.01,51.23,1892.27,211.49,45.84,266.08,34.31,50.73,39.42,103.73
2022-01-19,49.7,51.45,1912.0,210.8,44.37,252.97,33.65,50.16,39.31,103.97
2022-01-20,51.37,53.4,1969.52,213.22,44.44,251.07,34.02,49.75,40.06,105.15
2022-01-21,51.82,53.55,1984.99,217.26,44.0,250.4,32.95,49.49,40.06,107.0
2022-01-24,51.85,53.13,1950.2,215.07,43.26,251.4,31.88,48.99,39.4,103.31
2022-01-25,50.9,51.2,1943.0,208.36,42.93,240.31,31.03,48.25,38.66,100.92
2022-01-26,51.0,51.83,1955.0,206.05,42.65,249.49,31.12,49.23,38.88,99.6
2022-01-27,50.77,50.79,1965.0,203.4,40.45,241.27,30.06,48.23,38.12,96.06
2022-01-28,49.21,49.97,1887.0,198.38,39.96,226.8,30.14,47.46,38.07,96.46
2022-02-07,51.35,51.98,1867.96,195.62,41.1,244.4,29.5,45.91,38.76,95.2
2022-02-08,51.71,53.0,1839.0,190.0,40.3,236.97,29.81,46.24,38.65,95.5
2022-02-09,51.62,53.04,1895.98,195.98,41.35,245.18,30.78,46.98,39.93,95.83
2022-02-10,51.71,54.18,1873.0,193.04,40.3,240.12,30.32,46.99,40.01,95.71
2022-02-11,52.76,55.59,1849.97,194.27,38.71,230.19,30.06,46.0,39.83,94.79
2022-02-14,51.2,53.9,1868.67,198.01,38.1,231.98,29.3,45.8,40.0,96.0
2022-02-15,50.22,53.28,1890.62,199.8,38.65,238.31,29.36,46.21,39.88,97.35
2022-02-16,51.07,53.84,1892.55,199.41,39.26,240.6,29.36,45.99,40.29,97.28
2022-02-17,51.46,53.65,1886.99,197.44,38.88,245.41,29.11,46.09,40.43,96.92
2022-02-18,52.06,54.5,1907.0,199.0,38.25,242.96,29.39,46.5,40.56,97.88
2022-02-21,51.76,54.16,1876.99,199.2,38.12,241.89,30.22,47.67,41.01,99.46
2022-02-22,51.22,53.07,1807.87,193.4,36.92,237.45,29.58,46.83,40.49,96.8
2022-02-23,50.83,52.89,1827.01,196.2,38.47,252.0,30.06,48.9,40.24,96.81
2022-02-24,50.02,51.46,1764.11,188.69,36.59,244.86,29.15,47.99,39.52,95.55
2022-02-25,49.81,51.4,1799.06,190.48,37.0,247.84,29.2,48.25,39.5,97.43
2022-02-28,49.8,50.76,1790.4,190.0,36.51,249.6,29.06,48.2,39.52,99.0
2022-03-01,50.24,51.39,1858.48,193.19,36.8,251.78,29.37,47.52,39.5,101.7
2022-03-02,49.47,50.76,1844.88,189.2,36.01,248.6,29.2,47.2,39.24,101.0
2022-03-03,49.73,50.92,1800.0,182.07,33.84,245.21,29.03,46.81,39.33,101.38
2022-03-04,48.7,50.1,1780.5,176.37,33.24,233.8,28.75,45.77,39.35,102.18
2022-03-07,46.76,48.88,1707.0,166.0,31.92,223.61,26.15,43.9,37.55,97.83
2022-03-08,45.48,47.47,1753.2,166.25,30.39,216.19,25.66,43.6,36.68,93.0
2022-03-09,44.39,46.92,1779.18,162.88,29.71,223.59,25.35,43.01,36.63,90.48
2022-03-10,44.7,46.91,1794.43,172.15,29.7,229.1,25.4,44.0,36.75,91.38
2022-03-11,44.45,47.14,1769.01,171.77,29.79,229.85,25.04,45.28,38.3,93.0
2022-03-14,42.15,45.81,1700.0,166.27,28.37,219.0,24.06,42.98,37.26,88.8
2022-03-15,39.45,42.65,1603.0,157.15,27.26,212.8,22.55,41.24,35.4,86.85
2022-03-16,42.58,44.29,1674.95,164.8,28.35,229.43,23.51,41.95,37.12,88.55
2022-03-17,44.51,45.5,1720.15,168.24,28.37,234.9,23.61,43.88,37.2,92.95
2022-03-18,46.17,47.93,1707.79,167.9,28.47,234.5,24.0,43.37,37.8,92.04
2022-03-21,44.81,47.04,1704.3,165.71,28.51,245.38,23.67,42.4,37.0,89.45
2022-03-22,45.53,47.8,1695.0,164.3,28.88,244.8,23.63,42.42,37.12,89.67
2022-03-23,45.76,47.9,1752.19,165.94,28.8,247.17,25.99,43.15,36.82,89.9
2022-03-24,45.77,48.25,1720.93,161.36,28.6,247.08,26.62,41.97,36.5,90.0
2022-03-25,45.18,47.63,1690.0,157.19,27.65,235.31,25.36,41.06,35.75,88.08
2022-03-28,45.05,47.85,1660.8,151.2,27.3,230.4,24.85,40.0,36.03,86.0
2022-03-29,45.01,47.21,1667.0,149.18,27.05,231.0,24.06,40.0,35.7,84.45
2022-03-30,46.23,48.7,1730.1,156.95,28.54,237.02,24.33,41.2,36.94,88.18
2022-03-31,46.8,48.45,1719.0,155.06,27.4,229.8,23.9,41.0,36.89,87.42
2022-04-01,47.1,48.96,1780.01,159.9,27.76,235.96,23.93,41.21,37.34,88.41
2022-04-06,47.39,49.54,1765.0,160.01,26.71,241.9,23.78,40.94,37.2,87.0
2022-04-07,46.86,48.48,1765.0,160.45,26.24,240.0,23.18,40.2,36.81,86.07
2022-04-08,47.18,49.24,1784.0,160.59,26.34,243.98,22.98,39.4,36.96,85.3
2022-04-11,45.9,47.62,1720.0,153.66,24.45,233.0,21.87,37.36,36.52,84.0
2022-04-12,45.7,48.47,1782.0,163.88,25.09,238.16,22.24,38.3,37.45,86.21
2022-04-13,45.75,47.82,1769.0,162.32,25.15,237.0,22.0,38.67,37.68,86.16
2022-04-14,45.76,48.19,1809.0,171.57,25.81,241.29,22.33,39.58,38.7,90.89
2022-04-15,46.83,48.3,1805.99,169.9,25.68,236.2,22.69,39.93,38.61,90.36
2022-04-18,43.39,47.0,1790.82,167.18,26.35,239.1,23.17,41.74,38.33,90.49
2022-04-19,42.1,46.44,1790.3,165.0,25.41,244.86,22.64,41.52,38.15,88.67
2022-04-20,41.1,45.91,1797.0,165.9,25.46,241.78,22.44,41.55,38.83,91.57
2022-04-21,41.28,46.22,1779.98,162.58,24.23,234.04,21.79,40.81,38.43,91.01
2022-04-22,42.5,46.46,1773.0,165.43,24.36,235.4,22.81,40.8,38.35,89.39
2022-04-25,38.83,44.85,1708.0,155.0,22.58,227.5,21.79,39.5,37.33,88.2
2022-04-26,38.41,43.59,1732.48,158.5,22.31,231.81,22.46,39.51,37.87,92.17
2022-04-27,38.04,43.91,1794.92,161.39,22.82,235.01,23.71,41.5,39.0,90.57
2022-04-28,39.62,43.66,1835.0,165.85,22.98,231.98,23.71,40.87,38.06,90.88
2022-04-29,39.93,44.56,1828.38,162.13,24.82,243.0,24.13,42.49,38.47,81.52
2022-05-05,39.26,45.02,1837.0,161.54,24.76,248.8,23.75,38.24,38.72,78.58
2022-05-06,37.91,44.06,1793.0,157.06,23.81,242.08,23.23,34.8,37.77,76.1
2022-05-09,36.47,44.35,1752.0,154.78,23.33,232.73,23.16,34.88,37.84,76.65
2022-05-10,36.98,44.47,1766.19,155.33,23.05,233.33,23.4,34.45,39.05,76.11
2022-05-11,37.21,44.73,1768.0,157.51,25.36,252.7,23.35,35.43,38.7,76.47
2022-05-12,36.61,44.0,1762.67,158.08,26.88,254.09,23.36,34.16,38.77,76.08
2022-05-13,37.15,43.96,1778.24,156.94,29.57,270.08,23.26,32.08,38.45,76.0
2022-05-16,36.89,43.36,1758.0,155.18,29.0,267.12,23.12,32.66,37.32,73.38
2022-05-17,38.6,43.82,1768.0,156.15,31.9,282.5,23.76,32.19,37.62,74.4
2022-05-18,38.5,43.63,1761.0,154.58,33.67,281.42,23.81,33.3,37.71,74.14
2022-05-19,38.03,43.29,1756.0,153.52,35.76,284.51,23.69,33.08,36.93,73.12
2022-05-20,39.96,44.31,1800.01,162.47,34.53,287.7,23.78,33.4,37.68,74.86
2022-05-23,39.49,43.89,1781.0,159.43,34.01,295.2,23.34,33.52,37.18,73.69
2022-05-24,38.9,43.14,1760.0,156.57,34.37,281.0,22.36,32.16,37.1,73.47
2022-05-25,38.78,43.23,1755.51,157.45,37.1,287.2,22.53,32.41,37.14,73.55
2022-05-26,38.43,43.15,1742.8,157.22,35.23,286.64,24.2,31.99,37.37,72.85
